ice_sheet,domain,month,value_m,uncertainty_m,volume_km3,area_km2,n_cells,sampling
greenland,ice_sheet,2022-01,-0.100037,0.043198,-173.3621,1732985.13,464999,monthly
greenland,ice_sheet,2022-02,-0.068576,0.039055,-118.8414,1732985.13,464999,monthly
greenland,ice_sheet,2022-03,-0.044250,0.038690,-76.6854,1732985.13,464999,monthly
greenland,ice_sheet,2022-04,-0.027299,0.039174,-47.3084,1732985.13,464999,monthly
greenland,ice_sheet,2022-05,-0.026570,0.041935,-46.0460,1732985.13,464999,monthly
greenland,ice_sheet,2022-06,-0.064079,0.051313,-111.0482,1732985.13,464999,monthly
greenland,ice_sheet,2022-07,-0.120112,0.064194,-208.1531,1732985.13,464999,monthly
greenland,ice_sheet,2022-08,-0.170778,0.073064,-295.9549,1732985.13,464999,monthly
greenland,ice_sheet,2022-09,-0.189274,0.078695,-328.0089,1732985.13,464999,monthly
greenland,ice_sheet,2022-10,-0.163542,0.075709,-283.4151,1732985.13,464999,monthly
greenland,ice_sheet,2022-11,-0.124438,0.068628,-215.6489,1732985.13,464999,monthly
greenland,ice_sheet,2022-12,-0.095173,0.064337,-164.9332,1732985.13,464999,monthly
greenland,ice_sheet,2023-01,-0.069066,0.060429,-119.6904,1732985.13,464999,monthly
greenland,ice_sheet,2023-02,-0.050088,0.055674,-86.8012,1732985.13,464999,monthly
greenland,ice_sheet,2023-03,-0.032957,0.053866,-57.1134,1732985.13,464999,monthly
greenland,ice_sheet,2023-04,-0.017979,0.052468,-31.1581,1732985.13,464999,monthly
greenland,ice_sheet,2023-05,-0.018766,0.053120,-32.5212,1732985.13,464999,monthly
greenland,ice_sheet,2023-06,-0.072833,0.062651,-126.2177,1732985.13,464999,monthly
greenland,ice_sheet,2023-07,-0.152479,0.078083,-264.2441,1732985.13,464999,monthly
greenland,ice_sheet,2023-08,-0.236180,0.089645,-409.2957,1732985.13,464999,monthly
greenland,ice_sheet,2023-09,-0.281387,0.103822,-487.6399,1732985.13,464999,monthly
greenland,ice_sheet,2023-10,-0.266441,0.098912,-461.7380,1732985.13,464999,monthly
greenland,ice_sheet,2023-11,-0.237179,0.093475,-411.0270,1732985.13,464999,monthly
greenland,ice_sheet,2023-12,-0.211243,0.094303,-366.0814,1732985.13,464999,monthly
greenland,peripheral_glaciers,1992-01,0.192727,0.164293,17.2253,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-02,0.250263,0.166326,22.3677,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-03,0.316673,0.169013,28.3032,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-04,0.372564,0.174084,33.2986,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-05,0.368684,0.171773,32.9518,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-06,0.283777,0.183847,25.3631,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-07,0.158403,0.191509,14.1575,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-08,0.040964,0.195957,3.6612,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-09,-0.005389,0.193418,-0.4816,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-10,0.015869,0.179561,1.4183,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-11,0.070306,0.174172,6.2838,89376.73,23827,monthly
greenland,peripheral_glaciers,1992-12,0.131648,0.172185,11.7663,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-01,0.204476,0.170599,18.2754,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-02,0.274428,0.170712,24.5275,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-03,0.336798,0.171145,30.1019,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-04,0.397062,0.189444,35.4881,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-05,0.389120,0.221936,34.7783,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-06,0.276351,0.239908,24.6994,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-07,0.126034,0.237815,11.2645,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-08,-0.017407,0.207589,-1.5557,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-09,-0.067552,0.178917,-6.0376,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-10,-0.032601,0.166433,-2.9138,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-11,0.038398,0.167918,3.4319,89376.73,23827,monthly
greenland,peripheral_glaciers,1993-12,0.117046,0.171215,10.4612,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-01,0.202696,0.177118,18.1163,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-02,0.271398,0.180057,24.2567,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-03,0.334909,0.184368,29.9330,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-04,0.379437,0.198416,33.9129,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-05,0.368146,0.213282,32.9037,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-06,0.270834,0.232981,24.2062,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-07,0.138890,0.234861,12.4136,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-08,0.016773,0.224591,1.4991,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-09,-0.034064,0.209119,-3.0445,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-10,-0.026357,0.195481,-2.3557,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-11,0.012448,0.190366,1.1125,89376.73,23827,monthly
greenland,peripheral_glaciers,1994-12,0.059013,0.188122,5.2744,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-01,0.106748,0.186861,9.5408,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-02,0.151526,0.185626,13.5429,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-03,0.188863,0.186659,16.8800,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-04,0.215051,0.198546,19.2206,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-05,0.185542,0.209621,16.5831,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-06,0.096016,0.209244,8.5816,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-07,-0.010197,0.196212,-0.9113,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-08,-0.093070,0.166717,-8.3183,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-09,-0.105379,0.150280,-9.4184,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-10,-0.077109,0.141417,-6.8917,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-11,-0.016419,0.140352,-1.4675,89376.73,23827,monthly
greenland,peripheral_glaciers,1995-12,0.049723,0.140705,4.4441,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-01,0.137956,0.143712,12.3300,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-02,0.233063,0.152033,20.8304,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-03,0.316384,0.164655,28.2773,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-04,0.368323,0.186820,32.9195,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-05,0.356661,0.213632,31.8772,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-06,0.246330,0.227077,22.0162,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-07,0.110406,0.221867,9.8677,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-08,-0.010582,0.201316,-0.9458,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-09,-0.045278,0.176461,-4.0468,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-10,-0.014586,0.167279,-1.3036,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-11,0.043393,0.166452,3.8783,89376.73,23827,monthly
greenland,peripheral_glaciers,1996-12,0.106392,0.167946,9.5090,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-01,0.179972,0.168392,16.0853,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-02,0.252408,0.170046,22.5594,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-03,0.312997,0.174859,27.9747,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-04,0.356068,0.189784,31.8242,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-05,0.325737,0.210349,29.1133,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-06,0.208550,0.215707,18.6395,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-07,0.069242,0.209486,6.1887,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-08,-0.043837,0.184022,-3.9180,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-09,-0.058705,0.165511,-5.2469,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-10,-0.024115,0.156502,-2.1553,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-11,0.031858,0.150785,2.8474,89376.73,23827,monthly
greenland,peripheral_glaciers,1997-12,0.091441,0.151123,8.1727,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-01,0.160348,0.151893,14.3314,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-02,0.232584,0.154284,20.7876,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-03,0.291495,0.159789,26.0529,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-04,0.336114,0.174081,30.0408,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-05,0.298466,0.191862,26.6759,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-06,0.173664,0.196067,15.5215,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-07,0.025571,0.186002,2.2855,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-08,-0.096110,0.161703,-8.5900,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-09,-0.129305,0.142213,-11.5569,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-10,-0.103278,0.133536,-9.2306,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-11,-0.049512,0.132565,-4.4253,89376.73,23827,monthly
greenland,peripheral_glaciers,1998-12,0.017902,0.131402,1.6000,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-01,0.097768,0.134361,8.7381,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-02,0.171406,0.138622,15.3197,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-03,0.227615,0.144866,20.3434,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-04,0.261493,0.148096,23.3714,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-05,0.236989,0.146517,21.1813,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-06,0.140394,0.150264,12.5479,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-07,0.022187,0.142993,1.9830,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-08,-0.071081,0.140907,-6.3530,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-09,-0.096649,0.126518,-8.6382,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-10,-0.057019,0.118547,-5.0962,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-11,0.000274,0.120150,0.0245,89376.73,23827,monthly
greenland,peripheral_glaciers,1999-12,0.068595,0.119563,6.1308,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-01,0.138676,0.122681,12.3944,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-02,0.205960,0.122587,18.4080,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-03,0.262292,0.130328,23.4428,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-04,0.298920,0.134535,26.7165,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-05,0.277938,0.156706,24.8412,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-06,0.171330,0.169534,15.3129,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-07,0.041586,0.174020,3.7168,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-08,-0.073536,0.163492,-6.5724,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-09,-0.101385,0.141058,-9.0615,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-10,-0.073655,0.131146,-6.5830,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-11,-0.026748,0.128934,-2.3906,89376.73,23827,monthly
greenland,peripheral_glaciers,2000-12,0.024165,0.124815,2.1598,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-01,0.083315,0.122538,7.4464,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-02,0.137368,0.120416,12.2775,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-03,0.182070,0.122301,16.2728,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-04,0.207948,0.131687,18.5857,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-05,0.186351,0.152106,16.6555,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-06,0.097194,0.164561,8.6869,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-07,-0.010023,0.167164,-0.8958,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-08,-0.110886,0.153444,-9.9106,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-09,-0.136084,0.130556,-12.1628,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-10,-0.105390,0.117903,-9.4194,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-11,-0.036173,0.114885,-3.2330,89376.73,23827,monthly
greenland,peripheral_glaciers,2001-12,0.044788,0.116386,4.0030,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-01,0.125552,0.118263,11.2214,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-02,0.185433,0.120942,16.5734,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-03,0.231833,0.124040,20.7205,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-04,0.256717,0.133509,22.9446,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-05,0.200036,0.141862,17.8786,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-06,0.079716,0.146071,7.1248,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-07,-0.056047,0.138402,-5.0093,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-08,-0.153471,0.122349,-13.7167,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-09,-0.172863,0.101915,-15.4499,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-10,-0.153680,0.088478,-13.7354,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-11,-0.105544,0.076719,-9.4332,89376.73,23827,monthly
greenland,peripheral_glaciers,2002-12,-0.044240,0.074749,-3.9541,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-01,0.030872,0.074528,2.7592,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-02,0.105398,0.079001,9.4201,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-03,0.166261,0.083425,14.8598,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-04,0.216467,0.099746,19.3471,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-05,0.199946,0.131514,17.8705,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-06,0.107913,0.158083,9.6449,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-07,-0.007575,0.170881,-0.6770,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-08,-0.110275,0.157855,-9.8561,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-09,-0.134543,0.138385,-12.0251,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-10,-0.115432,0.124000,-10.3169,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-11,-0.065802,0.119609,-5.8812,89376.73,23827,monthly
greenland,peripheral_glaciers,2003-12,-0.013617,0.119720,-1.2171,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-01,0.044401,0.119976,3.9684,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-02,0.104995,0.119098,9.3841,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-03,0.159928,0.118145,14.2938,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-04,0.196761,0.119484,17.5859,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-05,0.170038,0.134575,15.1974,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-06,0.067742,0.142256,6.0546,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-07,-0.047614,0.145862,-4.2556,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-08,-0.143254,0.124217,-12.8036,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-09,-0.165996,0.100036,-14.8362,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-10,-0.140297,0.088072,-12.5393,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-11,-0.093840,0.085529,-8.3872,89376.73,23827,monthly
greenland,peripheral_glaciers,2004-12,-0.036319,0.084341,-3.2460,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-01,0.036100,0.083490,3.2265,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-02,0.106065,0.085252,9.4797,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-03,0.161781,0.088241,14.4595,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-04,0.192439,0.100556,17.1996,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-05,0.152858,0.119667,13.6620,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-06,0.044379,0.123049,3.9665,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-07,-0.078432,0.119607,-7.0100,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-08,-0.173966,0.101818,-15.5485,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-09,-0.186082,0.089482,-16.6314,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-10,-0.153138,0.084628,-13.6870,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-11,-0.093306,0.080599,-8.3394,89376.73,23827,monthly
greenland,peripheral_glaciers,2005-12,-0.012978,0.078943,-1.1599,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-01,0.077285,0.081791,6.9075,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-02,0.157171,0.085781,14.0474,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-03,0.212638,0.089411,19.0049,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-04,0.242126,0.093800,21.6405,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-05,0.225046,0.104131,20.1139,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-06,0.130899,0.112810,11.6993,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-07,-0.002190,0.114359,-0.1958,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-08,-0.120354,0.103596,-10.7568,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-09,-0.171124,0.088016,-15.2945,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-10,-0.151457,0.075872,-13.5368,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-11,-0.104838,0.069528,-9.3700,89376.73,23827,monthly
greenland,peripheral_glaciers,2006-12,-0.049490,0.062608,-4.4232,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-01,0.023339,0.060055,2.0860,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-02,0.094380,0.060047,8.4354,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-03,0.155240,0.065003,13.8749,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-04,0.199791,0.076949,17.8566,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-05,0.172426,0.096897,15.4109,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-06,0.066015,0.110244,5.9002,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-07,-0.061097,0.111306,-5.4607,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-08,-0.166874,0.092547,-14.9146,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-09,-0.180884,0.072530,-16.1668,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-10,-0.138935,0.062156,-12.4176,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-11,-0.068047,0.060425,-6.0818,89376.73,23827,monthly
greenland,peripheral_glaciers,2007-12,0.012210,0.062402,1.0913,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-01,0.100556,0.062091,8.9874,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-02,0.184507,0.063325,16.4906,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-03,0.243862,0.066084,21.7956,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-04,0.276766,0.079503,24.7364,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-05,0.213509,0.099895,19.0827,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-06,0.074639,0.109090,6.6710,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-07,-0.072496,0.103662,-6.4795,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-08,-0.185968,0.075919,-16.6212,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-09,-0.194627,0.050098,-17.3951,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-10,-0.154145,0.034548,-13.7769,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-11,-0.082966,0.027294,-7.4152,89376.73,23827,monthly
greenland,peripheral_glaciers,2008-12,-0.010267,0.025148,-0.9176,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-01,0.066274,0.023996,5.9234,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-02,0.129286,0.024911,11.5551,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-03,0.171846,0.023803,15.3590,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-04,0.197046,0.023930,17.6113,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-05,0.173331,0.031719,15.4918,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-06,0.075293,0.052595,6.7294,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-07,-0.049959,0.071797,-4.4652,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-08,-0.158344,0.075574,-14.1522,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-09,-0.186546,0.067081,-16.6729,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-10,-0.151217,0.058932,-13.5153,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-11,-0.095818,0.053810,-8.5639,89376.73,23827,monthly
greenland,peripheral_glaciers,2009-12,-0.041267,0.049101,-3.6883,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-01,0.012985,0.043364,1.1605,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-02,0.064763,0.040986,5.7883,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-03,0.107341,0.040633,9.5938,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-04,0.123254,0.046429,11.0160,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-05,0.083649,0.059373,7.4763,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-06,-0.018510,0.068536,-1.6544,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-07,-0.129416,0.073253,-11.5668,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-08,-0.216521,0.060051,-19.3520,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-09,-0.233003,0.044975,-20.8251,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-10,-0.216752,0.030559,-19.3725,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-11,-0.184574,0.019161,-16.4966,89376.73,23827,monthly
greenland,peripheral_glaciers,2010-12,-0.142779,0.016507,-12.7611,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-01,-0.082615,0.009604,-7.3839,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-02,-0.010960,0.008267,-0.9796,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-03,0.055207,0.005565,4.9343,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-04,0.113410,0.006145,10.1362,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-05,0.100584,0.020866,8.9899,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-06,0.004105,0.036125,0.3669,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-07,-0.116469,0.046416,-10.4096,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-08,-0.226663,0.047448,-20.2584,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-09,-0.242083,0.036785,-21.6366,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-10,-0.207510,0.028136,-18.5465,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-11,-0.152965,0.019879,-13.6715,89376.73,23827,monthly
greenland,peripheral_glaciers,2011-12,-0.080947,0.015097,-7.2348,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-01,-0.003292,0.011860,-0.2943,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-02,0.079843,0.011575,7.1361,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-03,0.138886,0.015717,12.4132,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-04,0.170758,0.028420,15.2618,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-05,0.109874,0.044602,9.8202,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-06,-0.012237,0.059985,-1.0937,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-07,-0.145168,0.065405,-12.9746,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-08,-0.240200,0.051495,-21.4683,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-09,-0.248168,0.037221,-22.1804,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-10,-0.218055,0.029169,-19.4891,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-11,-0.166247,0.027924,-14.8586,89376.73,23827,monthly
greenland,peripheral_glaciers,2012-12,-0.104643,0.028747,-9.3527,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-01,-0.033853,0.030962,-3.0257,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-02,0.028729,0.035364,2.5677,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-03,0.076436,0.042028,6.8316,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-04,0.108493,0.046259,9.6967,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-05,0.082131,0.052151,7.3406,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-06,-0.004714,0.054580,-0.4213,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-07,-0.111136,0.050396,-9.9329,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-08,-0.197187,0.032488,-17.6240,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-09,-0.204869,0.018366,-18.3105,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-10,-0.169744,0.003615,-15.1712,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-11,-0.108422,0.001037,-9.6904,89376.73,23827,monthly
greenland,peripheral_glaciers,2013-12,-0.042679,0.000443,-3.8145,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-01,0.035142,0.000364,3.1409,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-02,0.110278,0.002903,9.8562,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-03,0.168086,0.006271,15.0230,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-04,0.208542,0.017336,18.6388,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-05,0.179337,0.037107,16.0286,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-06,0.059374,0.051243,5.3066,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-07,-0.080857,0.057826,-7.2267,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-08,-0.202781,0.043405,-18.1239,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-09,-0.216889,0.029954,-19.3849,89376.73,23827,monthly
greenland,peripheral_glaciers,2014-10,-0.178039,0.012783,-15.9125,89376.73,23827,monthly
